X,TI,AB,CARP..Yes.No.,Exact.Lower.Bounds,Heuristics,Evolutionary,Variant,Alt_variant,Investigate,Comments,Source,author,year,title,journal
"LOPES RB, 2014, COMPUT OPER RES",LOCATION-ARC ROUTING PROBLEM: HEURISTIC APPROACHES AND TEST INSTANCES,"LOCATION-ROUTING IS A BRANCH OF LOCATIONAL ANALYSIS THAT TAKES INTO ACCOUNT DISTRIBUTION ASPECTS. THE LOCATION-ARC ROUTING PROBLEM (IARP) CONSIDERS SCENARIOS WHERE THE DEMAND IS ON THE EDGES RATHER THAN BEING ON THE NODES OF A NETWORK (USUALLY A ROAD NETWORK IS ASSUMED). EXAMPLES OF SUCH SCENARIOS INCLUDE LOCATING FACILITIES FOR POSTAL DELIVERY, GARBAGE COLLECTION, ROAD MAINTENANCE, WINTER GRITTING AND STREET SWEEPING. THIS PAPER PRESENTS SOME HEURISTIC APPROACHES TO TACKLE THE LARP, AS WELL AS SOME PROPOSALS FOR BENCHMARK INSTANCES (AND CORRESPONDING RESULTS). NEW CONSTRUCTIVE AND IMPROVEMENT METHODS ARE PRESENTED AND USED WITHIN DIFFERENT METAHEURISTIC FRAMEWORKS. TEST INSTANCES WERE OBTAINED FROM THE CAPACITATED ARC ROUTING PROBLEM (CARP) LITERATURE AND ADAPTED TO ADDRESS THE LARP. (C) 2013 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,0,Location Capacitated Arc Routing Problem,Location Capacitated Arc Routing Problem,0,,,BELENGUER JM;BENAVENT E;LABADI N;PRINS C;REGHIOUI M,2010,SPLIT-DELIVERY CAPACITATED ARC-ROUTING PROBLEM: LOWER BOUND AND METAHEURISTIC,TRANSPORTATION SCIENCE
"DOULABI SHH, 2013, EUR J OPER RES",LOWER AND UPPER BOUNDS FOR LOCATION-ARC ROUTING PROBLEMS WITH VEHICLE CAPACITY CONSTRAINTS,THIS PAPER ADDRESSES MULTI-DEPOT LOCATION ARC ROUTING PROBLEMS WITH VEHICLE CAPACITY CONSTRAINTS. TWO MIXED INTEGER PROGRAMMING MODELS ARE PRESENTED FOR SINGLE AND MULTI-DEPOT PROBLEMS. RELAXING THESE FORMULATIONS LEADS TO OTHER INTEGER PROGRAMMING MODELS WHOSE SOLUTIONS PROVIDE GOOD LOWER BOUNDS FOR THE TOTAL COST. A POWERFUL INSERTION HEURISTIC HAS BEEN DEVELOPED FOR SOLVING THE UNDERLYING CAPACITATED ARC ROUTING PROBLEM. THIS HEURISTIC IS USED TOGETHER WITH A NOVEL LOCATION-ALLOCATION HEURISTIC TO SOLVE THE PROBLEM WITHIN A SIMULATED ANNEALING FRAMEWORK. EXTENSIVE COMPUTATIONAL RESULTS DEMONSTRATE THAT THE PROPOSED ALGORITHM CAN FIND HIGH QUALITY SOLUTIONS. WE ALSO SHOW THAT THE POTENTIAL COST SAVING RESULTING FROM ADDING LOCATION DECISIONS TO THE CAPACITATED ARC ROUTING PROBLEM IS SIGNIFICANT. (C) 2012 ELSEVIER B.V. ALL RIGHTS RESERVED.,1,1,1,0,Location Capacitated Arc Routing Problem,Location Capacitated Arc Routing Problem,0,,,GOUVEIA L;MOURAO MC;PINTO LS,2010,LOWER BOUNDS FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH
"RIQUELME-RODRIGUEZ JP, 2016, COMPUT OPER RES",LOCATION ARC ROUTING PROBLEM WITH INVENTORY CONSTRAINTS,"DUST SUPPRESSION OF HAULING ROADS IN OPEN PIT MINES IS DONE BY PERIODICALLY SPRAYING WATER FROM A WATER TRUCK. THE OBJECTIVE OF THIS PAPER IS TO PRESENT AND COMPARE TWO METHODS FOR LOCATING WATER DEPOTS ALONG THE ROAD NETWORK SO THAT PENALTY COSTS FOR THE LACK OF HUMIDITY IN ROADS AND ROUTING COSTS ARE MINIMIZED. BECAUSE THE DEMANDS ARE LOCATED ON THE ARCS OF THE NETWORK AND THE ARCS REQUIRE SERVICE MORE THAN ONCE IN A TIME HORIZON, THIS PROBLEM BELONGS TO THE PERIODIC CAPACITATED ARC ROUTING DOMAIN. WE COMPARE TWO METHODS FOR FINDING THE INITIAL DEPOT LOCATION. WE THEN USE AN EXCHANGE ALGORITHM TO MODIFY THE INITIAL LOCATION AND AN ADAPTIVE LARGE NEIGHBORHOOD SEARCH ALGORITHM TO MODIFY THE INITIAL ROUTING OF VEHICLES. THIS METHOD IS THE FIRST ONE USED FOR DEPOT LOCATION IN PERIODIC ARC ROUTING PROBLEMS. (C) 2016 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,0,Location Capacitated Arc Routing Problem with Inventory Constraints,Location Capacitated Arc Routing Problem with Inventory Constraints,0,Duel objectives,,GHIANI G;LAGANA D;LAPORTE G;MARI F,2010,ANT COLONY OPTIMIZATION FOR THE ARC ROUTING PROBLEM WITH INTERMEDIATE FACILITIES UNDER CAPACITY AND LENGTH RESTRICTIONS,JOURNAL OF HEURISTICS
"LACOMME P, 2001, APPLICATIONS OF EVOLUTIONARY COMPUTING, PROCEEDINGS",A GENETIC ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM AND ITS EXTENSIONS,"THE NP-HARD CAPACITATED ARC ROUTING PROBLEM (CARP) ALLOWS TO MODEL URBAN WASTE COLLECTION OR ROAD GRITTING, FOR INSTANCE. EXACT ALGORITHMS ARE STILL LIMITED TO SMALL PROBLEMS AND METAHEURISTICS ARE REQUIRED FOR LARGE SCALE INSTANCES. THE PAPER PRESENTS THE FIRST GENETIC ALGORITHM (GA) PUBLISHED FOR THE CARP. THIS HYBRID GA TACKLES REALISTIC EXTENSIONS LIKE MIXED GRAPHS OR PROHIBITED TURNS. IT DISPLAYS EXCELLENT RESULTS AND OUTPERFORMS THE BEST METAHEURISTICS PUBLISHED WHEN APPLIED TO TWO STANDARD SETS OF BENCHMARKS: THE AVERAGE DEVIATIONS TO LOWER BOUNDS ARE 0.24 \% AND 0.69 \% RESPECTIVELY, A MAJORITY OF INSTANCES ARE SOLVED TO OPTIMALITY, AND EIGHT BEST KNOWN SOLUTIONS ARE IMPROVED.",1,0,1,1,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,SANTOS L;COUTINHO RODRIGUES J;CURRENT JR,2010,AN IMPROVED ANT COLONY OPTIMIZATION BASED ALGORITHM FOR THE CAPACITATED ARC ROUTING PROBLEM,TRANSPORTATION RESEARCH PART B-METHODOLOGICAL
"XU H, 2011, EXPERT SYST APPL",AN IMPROVED EVOLUTIONARY APPROACH TO THE EXTENDED CAPACITATED ARC ROUTING PROBLEM,"THE EXTENDED CAPACITATED ARC ROUTING PROBLEM (ECARP) IS A CHALLENGING VEHICLE ROUTING PROBLEM WITH NUMEROUS REAL-WORLD APPLICATIONS. WE PROPOSE AN IMPROVED EVOLUTIONARY APPROACH TO COPE WITH THE ECARP IN THIS RESEARCH. THE EXPLOITATION OF HEURISTIC INFORMATION CHARACTERIZES OUR APPROACH. TWO KINDS OF HEURISTIC INFORMATION, ARC ASSIGNMENT PRIORITY INFORMATION AND PERFORMANCE INFORMATION OF OPERATORS, ARE LEARNED FROM THE OBTAINED NEAR-OPTIMAL ECARP SOLUTIONS. THE ARC ASSIGNMENT PRIORITY INFORMATION IS EMPLOYED TO DECIDE ONE SUITABLE BROKEN POSITION FOR THE CROSSOVER AND MUTATION OPERATION, WHILE THE PERFORMANCE INFORMATION OF OPERATORS IS USED TO SELECT AN APPROPRIATE OPERATOR FOR THE OPERATIONS OF SELECTION, CROSSOVER AND MUTATION. THE EFFECTIVENESS OF OUR APPROACH IS DEMONSTRATED BY 20 INSTANCES WITH UP TO 100 NODES AND 360 ARCS. (C) 2010 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,1,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,0,Unknown what the extensions are,,LAPORTE G;MUSMANNO R;VOCATURO F,2010,AN ADAPTIVE LARGE NEIGHBOURHOOD SEARCH HEURISTIC FOR THE CAPACITATED ARC-ROUTING PROBLEM WITH STOCHASTIC DEMANDS,TRANSPORTATION SCIENCE
"ZHU Z, 2008, 2008 7TH WORLD CONGRESS ON INTELLIGENT CONTROL AND AUTOMATION, VOLS 1-23",AN IMPROVED GENETIC ALGORITHM FOR THE EXTENDED CAPACITATED ARC ROUTING PROBLEM,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) ARISES IN APPLICATIONS LIKE WASTE COLLECTION OR WINTER GRITTING. EXACT ALGORITHMS ARE STILL LIMITED TO SMALL PROBLEMS AND METAHEURISTICS ARE REQUIRED FOR LARGE SCALE INSTANCES. THE PAPER PRESENTS AN IMPROVED GENETIC ALGORITHM (GA) FOR SOLVING AN EXTENDED VERSION OF THE CARP (ECARP) LIKE PROHIBITED TURNS OR SLOP PROBLEM. THIS NEW ALGORITHM IMPROVES THE POPULATION STRUCTURE AND CHROMOSOME ORGANIZATION MODE OF THE TRADITIONAL GENETIC ALGORITHM (TGA), AND DEVISES SEVERAL SIMPLE AND HIGH-EFFECTIVE EVOLUTIONARY OPERATORS, AVOIDING THE PREMATURE CONVERGENCE PHENOMENON IN THE TGA. ACCORDING TO OUR EXPERIMENT ANALYSIS, THE IMPROVED GA PROPOSED IN OUR PAPER CAN SOLVE THE ECARP EFFECTIVELY, MEANWHILE, THE COMPARISON EXPERIMENT BETWEEN THE IMPROVED GA AND CLASSICAL MA (MEMETIC ALGORITHMS) FOR THE BASIC CARP SHOWS THAT OUR NEW ALGORITHM IS MORE EFFECTIVE AND CAN GET THE BETTER RESULTS THAN NU WHEN SOLVING THE LARGE-SCALE BASIC CARP.",1,0,1,1,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,0,Unknown what the extensions are,,FENG L;ONG YS;QUANG HUY NGUYEN QHN;TAN AH,2010,TOWARDS PROBABILISTIC MEMETIC ALGORITHM: AN INITIAL STUDY ON CAPACITATED ARC ROUTING PROBLEM,2010 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
"BAUTISTA J, 2004, ANT COLONY OPTIMIZATION AND SWARM INTELLIGENCE, PROCEEDINGS",ANT ALGORITHMS FOR URBAN WASTE COLLECTION ROUTING,"PROBLEMS ARISING ON URBAN WASTE MANAGEMENT ARE BROAD AND VARIED. THIS PAPER IS FOCUSED ON DESIGNING COLLECTION ROUTES FOR URBAN WASTES, A PROBLEM EXISTING IN MOST EUROPEAN WASTE COLLECTION SYSTEMS. THE RELATIONSHIP BETWEEN THE REAL WORLD PROBLEM AND THE ARC ROUTING LITERATURE IS ESTABLISHED, AND THE CAPACITATED ARC ROUTING PROBLEM IS EXTENDED TO COMPLY WITH TRAFFIC RULES. AFTERWARDS, AN ANT ALGORITHM IS DESIGNED TO SOLVE THIS PROBLEM, AND ITS EFFICIENCY IS TESTED USING THE INSTANCE SETS FROM THE CARP LITERATURE AND A SET OF REAL LIFE INSTANCES FROM THE METROPOLITAN AREA OF BARCELONA. FINALLY, THE INTEGRATION BETWEEN THE PROPOSED ALGORITHMS AND A DECISION SUPPORT SYSTEM FOR URBAN WASTE MANAGEMENT IS SHOWN.",1,0,1,1,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,0,,,FU H;MEI Y;TANG K;ZHU Y,2010,MEMETIC ALGORITHM WITH HEURISTIC CANDIDATE LIST STRATEGY FOR CAPACITATED ARC ROUTING PROBLEM,2010 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
"LACOMME P, 2004, ANN OPER RES",COMPETITIVE MEMETIC ALGORITHMS FOR ARC ROUTING PROBLEMS,"THE CAPACITATED ARC ROUTING PROBLEM OR CARP ARISES IN APPLICATIONS LIKE WASTE COLLECTION OR WINTER GRITTING. METAHEURISTICS ARE TOOLS OF CHOICE FOR SOLVING LARGE INSTANCES OF THIS NP-HARD PROBLEM. THE PAPER PRESENTS BASIC COMPONENTS THAT CAN BE COMBINED INTO POWERFUL MEMETIC ALGORITHMS (MAS) FOR SOLVING AN EXTENDED VERSION OF THE CARP (ECARP). THE BEST RESULTING MA OUTPERFORMS ALL KNOWN HEURISTICS ON THREE SETS OF BENCHMARK FILES CONTAINING IN TOTAL 81 INSTANCES WITH UP TO 140 NODES AND 190 EDGES. IN PARTICULAR, ONE OPEN INSTANCE IS BROKEN BY REACHING A TIGHT LOWER BOUND DESIGNED BY BELENGUER AND BENAVENT, 26 BEST-KNOWN SOLUTIONS ARE IMPROVED, AND ALL OTHER BEST-KNOWN SOLUTIONS ARE RETRIEVED.",1,0,1,1,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,MEI Y;TANG K;YAO X,2010,CAPACITATED ARC ROUTING PROBLEM IN UNCERTAIN ENVIRONMENTS,2010 IEEE CONGRESS ON EVOLUTIONARY COMPUTATION (CEC)
"WILLEMSE EJ, 2019, COMPUT OPER RES",EFFICIENT LOCAL SEARCH STRATEGIES FOR THE MIXED CAPACITATED ARC ROUTING PROBLEMS UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES,"IN THIS PAPER, WE EXTEND OUR PREVIOUS WORK ON GREEDY CONSTRUCTIVE HEURISTICS FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES (MCARPTIF) BY DEVELOPING EFFICIENT LOCAL SEARCH IMPROVEMENT HEURISTICS FOR THE PROBLEM. FIVE COMMONLY USED ARC ROUTING MOVE OPERATORS WERE ADAPTED FOR THE PROBLEM, AND BASIC LOCAL SEARCH IMPLEMENTATIONS WERE TESTED ON WASTE COLLECTION BENCHMARK SETS. TESTS SHOWED THAT DESPITE THE APPLICATION OF COMMONLY USED SPEED-UP TECHNIQUES, THE LOCAL SEARCH IMPLEMENTATIONS ARE VERY SLOW ON LARGE TEST INSTANCES WITH MORE THAN ONE-THOUSAND REQUIRED ARCS AND EDGES. IN RESPONSE, MORE ADVANCED LOCAL SEARCH ACCELERATION MECHANISMS FROM LITERATURE WERE ADAPTED AND COMBINED FOR THE MCARPTIF AND TESTED ON THE SAME INSTANCES. ON THE LARGE INSTANCES, THE BASIC LOCAL SEARCH SETUPS TOOK BETWEEN 15 MIN AND 3 H TO IMPROVE A SINGLE SOLUTION TO LOCAL OPTIMA, WHEREAS THE ACCELERATED IMPLEMENTATIONS TOOK AT MOST 4 MIN WHILE PRODUCING SIMILAR QUALITY LOCAL OPTIMA. THE BEST PERFORMING IMPLEMENTATION MADE USE OF TWO EXISTING ACCELERATION MECHANISMS, NAMELY STATIC-MOVE-DESCRIPTORS AND GREEDY-COMPOUND-INDEPENDENT-MOVES. A THIRD MECHANISM, NEAREST NEIGHBOUR-LISTS WAS ALSO TESTED AND ALTHOUGH IT REDUCED EXECUTION TIMES IT RESULTED IN LOCAL SEARCH TERMINATING AT WORSE QUALITY LOCAL OPTIMA. GIVEN THE IMPORTANCE OF LOCAL SEARCH WITHIN METAHEURISTICS, THE DEVELOPED LOCAL SEARCH HEURISTICS PROVIDE A SIGNIFICANT CONTRIBUTION TO ARC ROUTING. FIRST, THE IMPLEMENTATIONS CAN BE EXTENDED TO AND INCORPORATED INTO METAHEURISTICS FOR THE MCARPTIF. SECOND, THE ACCELERATION MECHANISMS CAN BE APPLIED TO EXISTING LOCAL SEARCH METAHEURISTICS FOR CAPACITATED ARC ROUTING PROBLEMS, THEREBY IMPROVING THE EFFICIENCY OF THE METAHEURISTICS AND ALLOWING THEM TO BETTER DEAL WITH LARGE INSTANCES. (C) 2019 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,0,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,PEREZ DELGADO ML,2010,SOLVING THE GENERAL ROUTING PROBLEM BY ARTIFICIAL ANTS,DISTRIBUTED COMPUTING AND ARTIFICIAL INTELLIGENCE
"MOURAO MC, 2005, EUR J OPER RES",HEURISTIC METHOD FOR A MIXED CAPACITATED ARC ROUTING PROBLEM: A REFUSE COLLECTION APPLICATION,"THE CAPACITATED ARC ROUTING PROBLEM (CARP) IS KNOWN TO BE NP-HARD. THE AIM OF THIS PAPER IS TO PRESENT A NEW HEURISTIC METHOD TO GENERATE FEASIBLE SOLUTIONS TO AN EXTENDED CARP ON MIXED GRAPHS, INSPIRED BY THE HOUSEHOLD REFUSE COLLECTION PROBLEM IN LISBON. COMPUTATIONAL EXPERIENCE WAS DONE TO COMPARE THE METHOD WITH SOME WELL-KNOWN EXISTING HEURISTICS, GENERALISED FOR A DIFFERENT EXTENDED CARP BY LACOMME ET AL. [FAST ALGORITHM FOR GENERAL ARC ROUTING PROBLEMS, PRESENTED AT IFORS 2002 CONFERENCE, EDINBURGH, UK], NAMELY, THE PATH-SCANNING, THE AUGMENT-MERGE AND THE ULUSOY'S ALGORITHMS. THE RESULTS REVEAL A GOOD PERFORMANCE OF THE PROPOSED HEURISTIC METHOD. GENERALLY PROVIDING A GOOD USE OF THE VEHICLES CAPACITY, THE RESULTING SETS OF FEASIBLE TRIPS MAY ALSO BE CONSIDERED GOOD. THE TEST INSTANCES INVOLVE MORE THAN 300 RANDOMLY GENERATED TEST PROBLEMS WITH DIMENSIONS OF UP TO 400 NODES AND 1220 LINKS. (C) 2004 ELSEVIER B.V. ALL RIGHTS RESERVED.",1,0,1,0,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,GRANDINETTI L;GUERRIERO F;LAGANA D;PISACANE O,2010,AN APPROXIMATE EPSILON-CONSTRAINT METHOD FOR THE MULTI-OBJECTIVE UNDIRECTED CAPACITATED ARC ROUTING PROBLEM,"EXPERIMENTAL ALGORITHMS, PROCEEDINGS"
"BELENGUER JM, 2006, COMPUT OPER RES",LOWER AND UPPER BOUNDS FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM,"THIS PAPER PRESENTS A LINEAR FORMULATION, VALID INEQUALITIES, AND A LOWER BOUNDING PROCEDURE FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM (MCARP). MOREOVER, THREE CONSTRUCTIVE HEURISTICS AND A MEMETIC ALGORITHM ARE DESCRIBED. LOWER AND UPPER BOUNDS HAVE BEEN COMPARED ON TWO SETS OF RANDOMLY GENERATED INSTANCES. COMPUTATIONAL RESULTS SHOW THAT THE AVERAGE GAPS BETWEEN LOWER AND UPPER BOUNDS ARE 0.51\% AND 0.33\%, RESPECTIVELY. (C) 2005 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,1,1,1,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,TANG K;MEI Y;YAO X,2009,MEMETIC ALGORITHM WITH EXTENDED NEIGHBORHOOD SEARCH FOR CAPACITATED ARC ROUTING PROBLEMS,IEEE TRANSACTIONS ON EVOLUTIONARY COMPUTATION
"GOUVEIA L, 2010, COMPUT OPER RES",LOWER BOUNDS FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM,"CAPACITATED ARC ROUTING PROBLEMS (CARP) ARISE IN DISTRIBUTION OR COLLECTING PROBLEMS WHERE ACTIVITIES ARE PERFORMED BY VEHICLES, WITH LIMITED CAPACITY, AND ARE CONTINUOUSLY DISTRIBUTED ALONG SOME PRE-DEFINED LINKS OF A NETWORK. THE CARP IS DEFINED EITHER AS AN UNDIRECTED PROBLEM OR AS A DIRECTED PROBLEM DEPENDING ON WHETHER THE REQUIRED LINKS ARE UNDIRECTED OR DIRECTED. THE MIXED CAPACITATED ARC ROUTING PROBLEM (MCARP) MODELS A MORE REALISTIC SCENARIO SINCE IT CONSIDERS DIRECTED AS WELL AS UNDIRECTED REQUIRED LINKS IN THE ASSOCIATED NETWORK. WE PRESENT A COMPACT FLOW BASED MODEL FOR THE MCARP. DUE TO ITS LARGE NUMBER OF VARIABLES AND CONSTRAINTS, WE HAVE CREATED AN AGGREGATED VERSION OF THE ORIGINAL MODEL. ALTHOUGH THIS MODEL IS NO LONGER VALID, WE SHOW THAT IT PROVIDES THE SAME LINEAR PROGRAMMING BOUND THAN THE ORIGINAL MODEL. DIFFERENT SETS OF VALID INEQUALITIES ARE ALSO DERIVED. THE QUALITY OF THE MODELS IS TESTED ON BENCHMARK INSTANCES WITH QUITE PROMISING RESULTS. (C) 2009 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,1,0,0,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,SANTOS L;COUTINHO RODRIGUES J;CURRENT JR,2009,AN IMPROVED HEURISTIC FOR THE CAPACITATED ARC ROUTING PROBLEM,COMPUTERS \& OPERATIONS RESEARCH
"MASRAN H, 2016, INTERNATIONAL CONFERENCE ON MATHEMATICS, ENGINEERING AND INDUSTRIAL APPLICATIONS 2016 (ICOMEIA2016)","MODIFICATION HEURISTIC METHOD IN SOLID WASTE COLLECTION WITHIN PERLIS, MALAYSIA","THE MANAGEMENT OF WASTE COLLECTION IN URBAN AREAS IS A CRITICAL ISSUE FOR SOME DEVELOPING COUNTRIES ESPECIALLY IN MALAYSIA WHICH REQUIRES IMMEDIATE ATTENTION. THIS PAPER ATTEMPTS TO MAKE AN ANALYSIS AND ASSESSMENT OF THE DEVELOPMENT OF THE WASTE GENERATION DISTRIBUTION AND THE OPTIMIZATION SOLUTION OF WASTE COLLECTION PROBLEM WITHIN PERLIS, MALAYSIA. IN THIS PAPER, THE PROBLEM APPROACHED DURING RESEARCH IS MODELLED AS A MIXED GRAPH OF CAPACITATED ARC ROUTING PROBLEM (MCARP). TO OBTAIN A BETTER RESULT, THIS RESEARCH WILL USE THE PREVIOUS METHOD FOR SOLVING MCARP MATHEMATICAL MODELING SUCH AS HEURISTIC METHOD. THE OBTAINED RESULT WILL INCLUDE THE OPTIMAL TOTAL COSTS AND PROVIDES GOOD INITIAL SOLUTIONS BASED ON REAL-LIFE INSTANCES.",1,0,1,0,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,MOURAO MC;NUNES AC;PRINS C,2009,HEURISTIC METHODS FOR THE SECTORING ARC ROUTING PROBLEM,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
"BAUTISTA J, 2008, COMPUT OPER RES",SOLVING AN URBAN WASTE COLLECTION PROBLEM USING ANTS HEURISTICS,"THIS PAPER DESCRIBES THE METHODOLOGY THAT WE HAVE APPLIED FOR THE SOLUTION OF AN URBAN WASTE COLLECTION PROBLEM IN THE MUNICIPALITY OF SANT BOI DE LLOBREGAT, WITHIN THE METROPOLITAN AREA OF BARCELONA (SPAIN). THE BASIC NATURE OF THE CONSIDERED PROBLEM IS THAT OF A CAPACITATED ARC ROUTING PROBLEM, ALTHOUGH IT HAS SEVERAL SPECIFIC CHARACTERISTICS, MAINLY DERIVED FROM TRAFFIC REGULATIONS. WE PRESENT THE MODEL THAT WE HAVE BUILT FOR THE PROBLEM, WHICH RESULTS AFTER AN APPROPRIATE TRANSFORMATION OF THE PROBLEM INTO A NODE ROUTING ONE. WE ALSO PRESENT THE ANT COLONIES HEURISTICS THAT WE HAVE USED TO OBTAIN THE SOLUTIONS TO THE PROBLEM. THESE COMBINE CONSTRUCTIVE METHODS, BASED ON NEAREST NEIGHBOR AND ON NEAREST INSERTION, WITH A LOCAL SEARCH THAT EXPLORES VARIOUS NEIGHBORHOODS. THE APPLICATION OF THE PROPOSED METHODS GIVES RESULTS THAT IMPROVE CONSIDERABLY THE ONES THAT WERE PREVIOUSLY USED IN THE MUNICIPALITY. (C) 2007 ELSEVIER LTD. ALL RIGHTS RESERVED.",1,0,1,0,Mixed Capacitated Arc Routing Problem,Mixed Capacitated Arc Routing Problem,,,,ARAOZ J;FERNANDEZ E;MEZA O,2009,SOLVING THE PRIZE-COLLECTING RURAL POSTMAN PROBLEM,EUROPEAN JOURNAL OF OPERATIONAL RESEARCH
"WILLEMSE EJ, 2016, DATA BRIEF",BENCHMARK DATASET FOR UNDIRECTED AND MIXED CAPACITATED ARC ROUTING PROBLEMS UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES,"IN THIS ARTICLE WE PRESENT BENCHMARK DATASETS FOR THE MIXED CAPACITATED ARC ROUTING PROBLEM UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES (MCARPTIF). THE PROBLEM IS A GENERALISATION OF THE CAPACITATED ARC ROUTING PROBLEM (CARP), AND CLOSELY REPRESENTS WASTE COLLECTION ROUTING. FOUR DIFFERENT TEST SETS ARE PRESENTED, EACH CONSISTING OF MULTIPLE INSTANCE FILES, AND WHICH CAN BE USED TO BENCHMARK DIFFERENT SOLUTION APPROACHES FOR THE MCARPTIF. AN IN-DEPTH DESCRIPTION OF THE DATASETS CAN BE FOUND IN ``CONSTRUCTIVE HEURISTICS FOR THE MIXED CAPACITY ARC ROUTING PROBLEM UNDER TIME RESTRICTIONS WITH INTERMEDIATE FACILITIES''",1,0,0,0,Mixed Capacitated Arc Routing Problem under Time Restrictions with Intermediate Facilities,Mixed Capacitated Arc Routing Problem with Intermediate Facilities,,,,ESKANDARZADEH S;TAVAKKOLI MOGHADDAM R;AZARON A,2009,AN EXTENSION OF THE RELAXATION ALGORITHM FOR SOLVING A SPECIAL CASE OF CAPACITATED ARC ROUTING PROBLEMS,JOURNAL OF COMBINATORIAL OPTIMIZATION
